CTCO02,7.8
CMAC03,6.7
XDES04,10.2
XMAC02,10.2
XDES02,7.4
CRSC02,6.7
XRSC01,7.8
XDES03,6.2
CTCO05,5.9
CTCO03,5.3
XPAD01,6.6
CMCO05,6.4
XAHC02,2.7
XAHC01,1.5
XAHC03,1.5
